Order ID,Customer ID,Order Date,Order Status,Subtotal (inc tax),Subtotal (ex tax),Tax Total,Shipping Cost (inc tax),Shipping Cost (ex tax),Ship Method,Handling Cost (inc tax),Handling Cost (ex tax),Store Credit Redeemed,Gift Certificate Amount Redeemed,Gift Certificate Code,Gift Certificate Expiration Date,Coupon Details,Order Total (inc tax),Order Total (ex tax),Payment Method,Total Quantity,Total Shipped,Date Shipped,Order Currency Code,Exchange Rate,Order Notes,Customer Message,Billing Company,Billing Suburb,Billing State,Billing Zip,Billing Country,Billing Preferred method of contact,Billing How many adults over 18 live in your household?,Billing How many children under 18 live in your household?,Shipping Company,Shipping Suburb,Shipping State,Shipping Zip,Shipping Country,Shipping Preferred method of contact,Shipping How many adults over 18 live in your household?,Shipping How many children under 18 live in your household?,Product Details,Refund Amount
296,27,1/11/2021,Completed,48.53,48.53,0,0,0,Local Pickup,0,0,0,0,,,,48.53,48.53,PayPal (PayPal Credit Cards),33,0,5/11/2021,USD,1,,,,Evansville,IN,47712,United States,Text Message,,,,Evansville,IN,47712,United States,Text Message,,,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Box, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon 2% Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 10.03, Product Total Price: 10.03|Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 32.32|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.18, Product Total Price: 6.18",0
297,58,1/11/2021,Completed,26.19,26.19,0,0,0,Local Pickup,0,0,0,0,,,,26.19,26.19,PayPal (PayPal Credit Cards),17,0,5/11/2021,USD,1,,,friend,evansville,IN,47712,United States,Text Message,,,friend,evansville,IN,47712,United States,Text Message,,,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Box, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon 2% Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 10.03, Product Total Price: 10.03|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 16.16",0
298,108,1/11/2021,Completed,36.35,36.35,0,0,0,Local Pickup,0,0,0,0,,,,36.35,36.35,PayPal (PayPal Credit Cards),25,0,5/11/2021,USD,1,,,,Evansville,IN,47714,United States,Text Message,,,Annette Turpin,Evansville,IN,47714,United States,Text Message,,,"Product ID: 248, Product Qty: 1, Product SKU: , Product Name: Fresh Vegetable Box, Product Weight: 10.0000, Product Variation Details: 12 oz. Broccoli: Included, Head of Cauliflower: Included, Head of Cabbage: Included, 1 lb. Whole Carrots: Included, 12 oz. Bag Spinach: Included, 2 Onions: Included, 4 Sweet Potatoes: Included, Bell Pepper: Included, Product Unit Price: 14.01, Product Total Price: 14.01|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 16.16|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.18, Product Total Price: 6.18",0
299,102,1/11/2021,Completed,18.25,18.25,0,0,0,Local Pickup,0,0,0,0,,,,18.25,18.25,PayPal (PayPal Credit Cards),17,0,5/11/2021,USD,1,,,,Evansville,IN,47711,United States,Text Message,,,,Evansville,IN,47711,United States,Text Message,,,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.18, Product Total Price: 6.18",0
300,74,1/11/2021,Completed,78.01,78.01,0,0,0,Local Pickup,0,0,0,0,,,,78.01,78.01,PayPal (PayPal Credit Cards),63,0,5/11/2021,USD,1,,,,Evansville ,IN,47725,United States,Text Message,,,,Evansville ,IN,47725,United States,Text Message,,,"Product ID: 243, Product Qty: 2, Product SKU: , Product Name: Dairy / Egg Box, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 10.03, Product Total Price: 20.06|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 32.32|Product ID: 289, Product Qty: 2, Product SKU: , Product Name: Grain / Bean Box, Product Weight: 144.0000, Product Variation Details: 1 lb. Dry Brown Lentils: Included, 1 lb. Dry Garbanzo Beans: Included, 1 lb. Dry Pinto Beans: Included, 1 lb. Dry Kidney Beans: Included, 1 lb. Dry White Beans: Included, 1 lb. Dry Quinoa: Included, 1 lb. Dry Cous-Cous: Included, 1 lb. Dry Brown Rice: Included, 1 lb. Dry Barley: Included, Product Unit Price: 6.78, Product Total Price: 13.56",0
301,44,1/11/2021,Completed,32.32,32.32,0,0,0,Local Pickup,0,0,0,0,,,,32.32,32.32,PayPal,16,0,5/11/2021,USD,1,,,,Chandler,IN,47610,United States,Text Message,,,,Chandler,IN,47610,United States,Text Message,,,"Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 32.32",0
302,135,1/11/2021,Completed,18.85,18.85,0,0,0,Local Pickup,0,0,0,0,,,,18.85,18.85,PayPal (PayPal Credit Cards),19,0,5/11/2021,USD,1,,,,Evansville,IN,47710,United States,Text Message,,,,Evansville,IN,47710,United States,Text Message,,,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 289, Product Qty: 1, Product SKU: , Product Name: Grain / Bean Box, Product Weight: 144.0000, Product Variation Details: 1 lb. Dry Brown Lentils: Included, 1 lb. Dry Garbanzo Beans: Included, 1 lb. Dry Pinto Beans: Included, 1 lb. Dry Kidney Beans: Included, 1 lb. Dry White Beans: Included, 1 lb. Dry Quinoa: Included, 1 lb. Dry Cous-Cous: Included, 1 lb. Dry Brown Rice: Included, 1 lb. Dry Barley: Included, Product Unit Price: 6.78, Product Total Price: 6.78",0
303,142,2/11/2021,Completed,16.16,16.16,0,0,0,Local Pickup,0,0,0,0,,,,16.16,16.16,PayPal (PayPal Credit Cards),8,0,5/11/2021,USD,1,,,a family memeber of mine told me ,Evansville ,IN,47713,United States,Text Message,,,a family memeber of mine told me ,Evansville ,IN,47713,United States,Text Message,,,"Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 16.16",0
304,139,2/11/2021,Completed,28.23,28.23,0,0,0,Local Pickup,0,0,0,0,,,,28.23,28.23,PayPal (PayPal Credit Cards),17,0,5/11/2021,USD,1,,,Carver,Evansville,IN,47715,United States,Email,,,Carver,Evansville,IN,47715,United States,Email,,,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 16.16",0
305,120,2/11/2021,Completed,38.5,38.5,0,0,0,Local Pickup,0,0,0,0,,,,38.5,38.5,PayPal (PayPal Credit Cards),24,0,5/11/2021,USD,1,,,,Evansville,IN,47710,United States,Text Message,,,,Evansville,IN,47710,United States,Text Message,,,"Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 32.32|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.18, Product Total Price: 6.18",0
306,37,2/11/2021,Completed,38.52,38.52,0,0,0,Local Pickup,0,0,0,0,,,,38.52,38.52,PayPal,38,0,5/11/2021,USD,1,,,,Evansville,IN,47710-4921,United States,Text Message,,,,Evansville,IN,47710-4921,United States,Text Message,,,"Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 16.16|Product ID: 265, Product Qty: 2, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.18, Product Total Price: 12.36|Product ID: 299, Product Qty: 1, Product SKU: , Product Name: Flavor Box, Product Weight: 60.0000, Product Variation Details: 12 oz. Olive Oil: Included, 5 oz. Balsamic Vinegar: Included, 5 oz. Apple Cider Vinegar: Included, 8 oz. Maple Syrup: Included, 5 oz. Soy Sauce: Included, 1 oz. Basil Leaf: Included, 1 oz. Ground Cumin: Included, 1 oz. Smoked Paprika: Included, 1 oz. Curry Powder: Included, 1 oz. Oregano Leaf Mexican: Included, 1 oz. Dill Weed: Included, 1 oz. Garlic Powder: Included, 1 oz. Onion Powder: Included, Product Unit Price: 10.00, Product Total Price: 10.00",0
307,118,2/11/2021,Completed,32.32,32.32,0,0,0,Local Pickup,0,0,0,0,,,,32.32,32.32,PayPal,16,0,5/11/2021,USD,1,,,,Evansville,IN,47714,United States,Text Message,,,,Evansville,IN,47714,United States,Text Message,,,"Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 32.32",0
308,143,2/11/2021,Completed,16.16,16.16,0,0,0,Local Pickup,0,0,0,0,,,,16.16,16.16,PayPal (PayPal Credit Cards),8,0,5/11/2021,USD,1,,,Carver,Evansville,IN,47714,United States,Text Message,,,Carver,Evansville,IN,47714,United States,Text Message,,,"Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 16.16",0
309,123,2/11/2021,Completed,38.26,38.26,0,0,0,Local Pickup,0,0,0,0,,,,38.26,38.26,PayPal (PayPal Credit Cards),26,0,5/11/2021,USD,1,,,Gain class,Evansville,IN,47710,United States,Text Message,,,Gain class,Evansville,IN,47710,United States,Text Message,,,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Box, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon 2% Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 10.03, Product Total Price: 10.03|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 16.16",0
310,8,2/11/2021,Completed,20,20,0,0,0,Local Pickup,0,0,0,0,,,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 20.00",0,0,,21,0,5/11/2021,USD,1,,,Urban Seeds Facebook post,Evansville,IN,47711,United States,Text Message,,,Urban Seeds Facebook post,Evansville,IN,47711,United States,Text Message,,,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Box, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 10.03, Product Total Price: 10.03|Product ID: 272, Product Qty: 1, Product SKU: , Product Name: Mexican Dinner Box, Product Weight: 16.0000, Product Variation Details: 10, 8&quot; Tortillas - Frozen: Included, 10 Taco Shells: Included, 1 lb. Ground Turkey: Included, 1 lb. Diced Chicken Breast, Cooked: Included, 16 oz. Salsa: Included, 1 lb. Colby Jack Cheese: Included, 12 oz. Corn Chips: Included, 1 Can Black Beans: Included, Head of Lettuce: Included, Avocado: Included, 1 Can Pinto Beans: Included, Product Unit Price: 9.97, Product Total Price: 9.97",0
311,16,4/11/2021,Completed,19.48,19.48,0,0,0,Local Pickup,0,0,0,0,,,,19.48,19.48,PayPal (PayPal Credit Cards),1,0,19/11/2021,USD,1,,,,Newburgh,IN,47630,United States,Text Message,,,,Newburgh,IN,47630,United States,Text Message,,,"Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
312,30,4/11/2021,Completed,31.55,31.55,0,0,0,Local Pickup,0,0,0,0,,,,31.55,31.55,PayPal,10,0,19/11/2021,USD,1,,,feed evansville facebook page ,evansville ,IN,47711,United States,Email,,,feed evansville facebook page ,evansville ,IN,47711,United States,Email,,,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
313,26,4/11/2021,Completed,19.48,19.48,0,0,0,Local Pickup,0,0,0,0,,,,19.48,19.48,PayPal,1,0,19/11/2021,USD,1,,,,Evansville,IN,47712,United States,Text Message,,,,Evansville,IN,47712,United States,Text Message,,,"Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
314,37,4/11/2021,Completed,41.82,41.82,0,0,0,Local Pickup,0,0,0,0,,,,41.82,41.82,PayPal,17,0,19/11/2021,USD,1,,,,Evansville,IN,47710,United States,Email,,,,Evansville,IN,47710,United States,Email,,,"Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 16.16|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.18, Product Total Price: 6.18|Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
315,92,4/11/2021,Completed,19.48,19.48,0,0,0,Local Pickup,0,0,0,0,,,,19.48,19.48,PayPal (PayPal Credit Cards),1,0,19/11/2021,USD,1,,,Our Daughter Laura Ford told us,Evansville,IN,47714,United States,Text Message,,,Our Daughter Laura Ford told us,Evansville,IN,47714,United States,Text Message,,,"Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
316,8,4/11/2021,Completed,19.48,19.48,0,0,0,Local Pickup,0,0,0,0,,,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 19.48",0,0,,1,0,19/11/2021,USD,1,,,Urban Seeds Facebook post,Evansville,IN,47711,United States,Text Message,,,Urban Seeds Facebook post,Evansville,IN,47711,United States,Text Message,,,"Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
317,66,4/11/2021,Completed,6.78,6.78,0,0,0,Local Pickup,0,0,0,0,,,,6.78,6.78,PayPal,10,0,19/11/2021,USD,1,,,,Evansville,IN,47712,United States,Text Message,,,,Evansville,IN,47712,United States,Text Message,,,"Product ID: 289, Product Qty: 1, Product SKU: , Product Name: Grain / Bean Box, Product Weight: 144.0000, Product Variation Details: 1 lb. Dry Brown Lentils: Included, 1 lb. Dry Garbanzo Beans: Included, 1 lb. Dry Pinto Beans: Included, 1 lb. Dry Kidney Beans: Included, 1 lb. Dry White Beans: Included, 1 lb. Dry Quinoa: Included, 1 lb. Dry Cous-Cous: Included, 1 lb. Dry Brown Rice: Included, 1 lb. Dry Barley: Included, Product Unit Price: 6.78, Product Total Price: 6.78",0
318,108,4/11/2021,Completed,19.48,19.48,0,0,0,Local Pickup,0,0,0,0,,,,19.48,19.48,PayPal (PayPal Credit Cards),1,0,19/11/2021,USD,1,,,Annette Turpin,Evansville,IN,47714,United States,Text Message,,,Annette Turpin,Evansville,IN,47714,United States,Text Message,,,"Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
319,120,4/11/2021,Completed,61.8,61.8,0,0,0,Local Pickup,0,0,0,0,,,,61.8,61.8,PayPal (PayPal Credit Cards),31,0,19/11/2021,USD,1,,,,Evansville,IN,47710,United States,Text Message,,,,Evansville,IN,47710,United States,Text Message,,,"Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.16, Product Total Price: 32.32|Product ID: 299, Product Qty: 1, Product SKU: , Product Name: Flavor Box, Product Weight: 60.0000, Product Variation Details: 12 oz. Olive Oil: Included, 5 oz. Balsamic Vinegar: Included, 5 oz. Apple Cider Vinegar: Included, 8 oz. Maple Syrup: Included, 5 oz. Soy Sauce: Included, 1 oz. Basil Leaf: Included, 1 oz. Ground Cumin: Included, 1 oz. Smoked Paprika: Included, 1 oz. Curry Powder: Included, 1 oz. Oregano Leaf Mexican: Included, 1 oz. Dill Weed: Included, 1 oz. Garlic Powder: Included, 1 oz. Onion Powder: Included, Product Unit Price: 10.00, Product Total Price: 10.00|Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
320,4,6/11/2021,Completed,19.48,19.48,0,0,0,Local Pickup,0,0,0,0,,,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 19.48",0,0,,1,0,19/11/2021,USD,1,,,,Evansville,IN,47713,United States,Text Message,,,,Evansville,IN,47713,United States,Text Message,,,"Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
321,6,7/11/2021,Completed,31.55,31.55,0,0,0,Local Pickup,0,0,0,0,,,,31.55,31.55,PayPal,10,0,19/11/2021,USD,1,,,,Evansville,IN,47713,United States,Email,,,,Evansville,IN,47713,United States,Email,,,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 306, Product Qty: 1, Product SKU: , Product Name: Holiday Dinner Box, Product Weight: 5.0000, Product Variation Details: , Product Unit Price: 19.48, Product Total Price: 19.48",0
