"","Order.ID","Customer.ID","Order.Date","Order.Status","Subtotal..inc.tax.","Subtotal..ex.tax.","Tax.Total","Shipping.Cost..inc.tax.","Shipping.Cost..ex.tax.","Ship.Method","Handling.Cost..inc.tax.","Handling.Cost..ex.tax.","Store.Credit.Redeemed","Gift.Certificate.Amount.Redeemed","Gift.Certificate.Code","Gift.Certificate.Expiration.Date","Coupon_Details","Order.Total..inc.tax.","Order.Total..ex.tax.","Payment.Method","Total.Quantity","Total.Shipped","Date.Shipped","Order.Currency.Code","Exchange.Rate","Order.Notes","Customer.Message","Billing.Company","Billing.Suburb","Billing.State","Billing.Zip","Billing.Country","Billing.Preferred.method.of.contact","Billing.How.many.adults.over.18.live.in.your.household.","Billing.How.many.children.under.18.live.in.your.household.","Shipping.Company","Shipping.Suburb","Shipping.State","Shipping.Zip","Shipping.Country","Shipping.Preferred.method.of.contact","Shipping.How.many.adults.over.18.live.in.your.household.","Shipping.How.many.children.under.18.live.in.your.household.","Product.Details","Refund.Amount"
"40",475,168,"22/02/2022","Completed",69.67,69.67,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: Ten, Coupon Name: FocusGroup_August21, Coupon Value: 10.00",59.67,59.67,"PayPal",55,0,"25/02/2022","USD",1,"","","The Isaiah 1:17 Project F3 Program","Owensville","IN","47665","United States","Text Message",NA,NA,"The Isaiah 1:17 Project F3 Program","Owensville","IN","47665","United States","Text Message",NA,NA,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Box, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 10.03, Product Total Price: 10.03|Product ID: 248, Product Qty: 1, Product SKU: , Product Name: Fresh Vegetable Box, Product Weight: 10.0000, Product Variation Details: 12 oz. Broccoli: Included, Head of Cauliflower: Included, Head of Cabbage: Included, 1 lb. Whole Carrots: Included, 12 oz. Bag Spinach: Included, 2 Onions: Included, 4 Sweet Potatoes: Included, Bell Pepper: Included, Product Unit Price: 14.01, Product Total Price: 14.01|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 16.40|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.75, Product Total Price: 6.75|Product ID: 272, Product Qty: 1, Product SKU: , Product Name: Mexican Dinner Box, Product Weight: 16.0000, Product Variation Details: 10, 8&quot; Tortillas - Frozen: Included, 10 Taco Shells: Included, 1 lb. Ground Turkey: Included, 1 lb. Diced Chicken Breast, Cooked: Included, 16 oz. Salsa: Included, 1 lb. Colby Jack Cheese: Included, 12 oz. Corn Chips: Included, 1 Can Black Beans: Included, Head of Lettuce: Included, Avocado: Included, 1 Can Pinto Beans: Included, Product Unit Price: 10.41, Product Total Price: 10.41",0
"41",500,169,"7/3/2022","Completed",18.82,18.82,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: Ten, Coupon Name: FocusGroup_August21, Coupon Value: 10.00",8.82,8.82,"PayPal (PayPal Credit Cards)",17,0,"14/03/2022","USD",1,"","","The Isaiah 1:17 Project F3 Program","Fort Branch","IN","47648","United States","Text Message",NA,NA,"The Isaiah 1:17 Project F3 Program","Fort Branch","IN","47648","United States","Text Message",NA,NA,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.75, Product Total Price: 6.75",0
"42",519,8,"8/3/2022","Completed",40.31,40.31,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 40.31",0,0,"",36,0,"11/3/2022","USD",1,"","","Urban Seeds Facebook post","Evansville","IN","47711","United States","Text Message",NA,NA,"Urban Seeds Facebook post","Evansville","IN","47711","United States","Text Message",NA,NA,"Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 16.40|Product ID: 265, Product Qty: 2, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.75, Product Total Price: 13.50|Product ID: 272, Product Qty: 1, Product SKU: , Product Name: Mexican Dinner Box, Product Weight: 16.0000, Product Variation Details: 10, 8&quot; Tortillas - Frozen: Included, 10 Taco Shells: Included, 1 lb. Ground Turkey: Included, 1 lb. Diced Chicken Breast, Cooked: Included, 16 oz. Salsa: Included, 1 lb. Colby Jack Cheese: Included, 12 oz. Corn Chips: Included, 1 Can Black Beans: Included, Head of Lettuce: Included, Avocado: Included, 1 Can Pinto Beans: Included, Product Unit Price: 10.41, Product Total Price: 10.41",0
"43",527,70,"17/03/2022","Completed",33.15,33.15,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 33.15",0,0,"",30,0,"25/03/2022","USD",1,"","",NA,"Fort Branch ","IN","47648","United States","Text Message",NA,NA,NA,"Fort Branch ","IN","47648","United States","Text Message",NA,NA,"Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 16.40|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.75, Product Total Price: 6.75|Product ID: 299, Product Qty: 1, Product SKU: , Product Name: Flavor Box, Product Weight: 60.0000, Product Variation Details: 12 oz. Olive Oil: Included, 5 oz. Balsamic Vinegar: Included, 5 oz. Apple Cider Vinegar: Included, 8 oz. Maple Syrup: Included, 5 oz. Soy Sauce: Included, 1 oz. Basil Leaf: Included, 1 oz. Ground Cumin: Included, 1 oz. Smoked Paprika: Included, 1 oz. Curry Powder: Included, 1 oz. Oregano Leaf Mexican: Included, 1 oz. Dill Weed: Included, 1 oz. Garlic Powder: Included, 1 oz. Onion Powder: Included, Product Unit Price: 10.00, Product Total Price: 10.00",0
"44",553,4,"22/03/2022","Completed",12.07,12.07,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 12.07",0,0,"",9,0,"25/03/2022","USD",1,"",""," None","Evansville","IN","47713","United States","Text Message",NA,NA," None","Evansville","IN","47713","United States","Text Message",NA,NA,"Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07",0
"45",554,237,"22/03/2022","Completed",38.5,38.5,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 38.50",0,0,"",26,0,"25/03/2022","USD",1,"","","personally ","Evansville","IN","47713","United States","Text Message",NA,NA,"personally ","Evansville","IN","47713","United States","Text Message",NA,NA,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Box, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon 2% Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 10.03, Product Total Price: 10.03|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 16.40",0
"46",560,200,"30/03/2022","Completed",59.64,59.64,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",49.64,49.64,"PayPal (PayPal Credit Cards)",46,0,"8/4/2022","USD",1,"","","Vanderburgh Community Connect","Evansville","IN","47712-4526","United States","Text Message",NA,NA,"Vanderburgh Community Connect","Evansville","IN","47712-4526","United States","Text Message",NA,NA,"Product ID: 248, Product Qty: 1, Product SKU: , Product Name: Fresh Vegetable Box, Product Weight: 10.0000, Product Variation Details: 12 oz. Broccoli: Included, Head of Cauliflower: Included, Head of Cabbage: Included, 1 lb. Whole Carrots: Included, 12 oz. Bag Spinach: Included, 2 Onions: Included, 4 Sweet Potatoes: Included, Bell Pepper: Included, Product Unit Price: 14.01, Product Total Price: 14.01|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 16.40|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.75, Product Total Price: 6.75|Product ID: 272, Product Qty: 1, Product SKU: , Product Name: Mexican Dinner Box, Product Weight: 16.0000, Product Variation Details: 10, 8&quot; Tortillas - Frozen: Included, 10 Taco Shells: Included, 1 lb. Ground Turkey: Included, 1 lb. Diced Chicken Breast, Cooked: Included, 16 oz. Salsa: Included, 1 lb. Colby Jack Cheese: Included, 12 oz. Corn Chips: Included, 1 Can Black Beans: Included, Head of Lettuce: Included, Avocado: Included, 1 Can Pinto Beans: Included, Product Unit Price: 10.41, Product Total Price: 10.41",0
"47",563,208,"31/03/2022","Completed",10.41,10.41,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",0.41,0.41,"PayPal (PayPal Credit Cards)",12,0,"8/4/2022","USD",1,"","","Carver","Evansville","IN","47710","United States","Text Message",NA,NA,"Carver","Evansville","IN","47710","United States","Text Message",NA,NA,"Product ID: 272, Product Qty: 1, Product SKU: , Product Name: Mexican Dinner Box, Product Weight: 16.0000, Product Variation Details: 10, 8&quot; Tortillas - Frozen: Included, 10 Taco Shells: Included, 1 lb. Ground Turkey: Included, 1 lb. Diced Chicken Breast, Cooked: Included, 16 oz. Salsa: Included, 1 lb. Colby Jack Cheese: Included, 12 oz. Corn Chips: Included, 1 Can Black Beans: Included, Head of Lettuce: Included, Avocado: Included, 1 Can Pinto Beans: Included, Product Unit Price: 10.41, Product Total Price: 10.41",0
"48",566,119,"3/4/2022","Completed",16.4,16.4,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",6.4,6.4,"PayPal (PayPal Credit Cards)",8,0,"8/4/2022","USD",1,"","","Self","Evansville","IN","47714","United States","Email",NA,NA,"Self","Evansville","IN","47714","United States","Email",NA,NA,"Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 16.40",0
"49",568,210,"4/4/2022","Completed",59.64,59.64,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",49.64,49.64,"PayPal (PayPal Credit Cards)",46,0,"8/4/2022","USD",1,"","","Flyer","Evansville","IN","47715","United States","Email",NA,NA,"Flyer","Evansville","IN","47715","United States","Email",NA,NA,"Product ID: 248, Product Qty: 1, Product SKU: , Product Name: Fresh Vegetable Box, Product Weight: 10.0000, Product Variation Details: 12 oz. Broccoli: Included, Head of Cauliflower: Included, Head of Cabbage: Included, 1 lb. Whole Carrots: Included, 12 oz. Bag Spinach: Included, 2 Onions: Included, 4 Sweet Potatoes: Included, Bell Pepper: Included, Product Unit Price: 14.01, Product Total Price: 14.01|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 16.40|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.75, Product Total Price: 6.75|Product ID: 272, Product Qty: 1, Product SKU: , Product Name: Mexican Dinner Box, Product Weight: 16.0000, Product Variation Details: 10, 8&quot; Tortillas - Frozen: Included, 10 Taco Shells: Included, 1 lb. Ground Turkey: Included, 1 lb. Diced Chicken Breast, Cooked: Included, 16 oz. Salsa: Included, 1 lb. Colby Jack Cheese: Included, 12 oz. Corn Chips: Included, 1 Can Black Beans: Included, Head of Lettuce: Included, Avocado: Included, 1 Can Pinto Beans: Included, Product Unit Price: 10.41, Product Total Price: 10.41",0
"50",573,26,"4/4/2022","Completed",36.3,36.3,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",26.3,26.3,"PayPal",25,0,"8/4/2022","USD",1,"","","Oo","Evansville","IN","47712","United States","Text Message",NA,NA,"Oo","Evansville","IN","47712","United States","Text Message",NA,NA,"Product ID: 241, Product Qty: 1, Product SKU: , Product Name: Breakfast Box, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon 2% Milk, 8 oz. Colby Cheese: Included, One Dozen Eggs: Included, 1 lb. of Butter: Included, 1 lb. Bisquick Baking Mix: Included, 1 lb. Frozen Blueberries: Included, 12 oz. Cheerios Cereal: Included, 1 lb. Rolled Oats: Included, Product Unit Price: 13.15, Product Total Price: 13.15|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 16.40|Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.75, Product Total Price: 6.75",0
"51",586,8,"5/4/2022","Completed",46.3,46.3,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 46.30",0,0,"",32,0,"8/4/2022","USD",1,"","","Urban Seeds Facebook post","Evansville","IN","47711","United States","Text Message",NA,NA,"Urban Seeds Facebook post","Evansville","IN","47711","United States","Text Message",NA,NA,"Product ID: 258, Product Qty: 2, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 32.80|Product ID: 265, Product Qty: 2, Product SKU: , Product Name: Italian Dinner Box, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 6.75, Product Total Price: 13.50",0
"52",590,237,"5/4/2022","Completed",38.5,38.5,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: SNAP2020, Coupon Name: SNAP, Coupon Value: 38.50",0,0,"",26,0,"8/4/2022","USD",1,"","","personally ","Evansville","IN","47713","United States","Text Message",NA,NA,"personally ","Evansville","IN","47713","United States","Text Message",NA,NA,"Product ID: 243, Product Qty: 1, Product SKU: , Product Name: Dairy / Egg Box, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon Whole Milk, 32 oz. Vanilla Yogurt: Included, 1 lb. Butter: Included, 16 oz. Sour Cream: Included, 16 oz. Cottage Cheese: Included, 1 lb. Colby Jack Cheese: Included, 1 lb. Mozzarella Cheese: Included, 1 Dozen Eggs: Included, Product Unit Price: 10.03, Product Total Price: 10.03|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Box, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Indluded, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07|Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Box, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 16.40, Product Total Price: 16.40",0
"53",592,194,"11/4/2022","Completed",17.1,17.1,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: Thx, Coupon Name: Special Thank You, Coupon Value: 10.00",7.1,7.1,"PayPal (PayPal Credit Cards)",8,0,"22/04/2022","USD",1,"","","from a current member ","Wadesville","IN","47638","United States","Text Message",NA,NA,"from a current member ","Wadesville","IN","47638","United States","Text Message",NA,NA,"Product ID: 258, Product Qty: 1, Product SKU: , Product Name: Meat Bag, Product Weight: 10.0000, Product Variation Details: 6 Chicken Breast, frozen: Included, 1 lb. Breaded / Cooked Chicken Breast Tenders, frozen: Included, 1 lb. Ground Turkey, frozen: Included, 1 lb. Ground Beef, frozen: Included, 1 lb. Sausage, frozen: Included, 1 lb. Bacon: Included, 6 Pork Chops, frozen: Included, Product Unit Price: 17.10, Product Total Price: 17.10",0
"54",599,136,"17/04/2022","Completed",25.22,25.22,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",15.22,15.22,"PayPal (PayPal Credit Cards)",18,0,"22/04/2022","USD",1,"","","family","Evansville","IN","47710","United States","Text Message",NA,NA,"family","Evansville","IN","47710","United States","Text Message",NA,NA,"Product ID: 241, Product Qty: 1, Product SKU: , Product Name: Breakfast Bag, Product Weight: 10.0000, Product Variation Details: Choice of milk: Gallon 2% Milk, 8 oz. Colby Cheese: Included, One Dozen Eggs: Included, 1 lb. of Butter: Included, 1 lb. Bisquick Baking Mix: Included, 1 lb. Frozen Blueberries: Included, 12 oz. Cheerios Cereal: Included, 1 lb. Rolled Oats: Included, Product Unit Price: 13.15, Product Total Price: 13.15|Product ID: 255, Product Qty: 1, Product SKU: , Product Name: Fresh Fruit Bag, Product Weight: 10.0000, Product Variation Details: 1 lb. Grapes: Included, 1 lb. Strawberries: Included, 1 lb. Fresh Blueberries: Included, 6 Apples: Included, 1 Bunch Bananas: Included, 6 Oranges: Included, 3 Lemons: Included, 4 Pears: Bartlett Pear - 4 Count, Product Unit Price: 12.07, Product Total Price: 12.07",0
"55",617,207,"19/04/2022","Completed",13.79,13.79,0,0,0,"Local Pickup",0,0,0,0,"",NA,"Coupon Code: Thx, Coupon Name: Special Thank You, Coupon Value: 10.00",3.79,3.79,"PayPal (PayPal Credit Cards)",18,0,"22/04/2022","USD",1,"","","friend","Evansville","IN","47725","United States","Text Message",NA,NA,"friend","Evansville","IN","47725","United States","Text Message",NA,NA,"Product ID: 265, Product Qty: 1, Product SKU: , Product Name: Italian Dinner Bag, Product Weight: 16.0000, Product Variation Details: 16 oz. Whole Grain Spaghetti Noodles: Included, 1 lb. Ground Beef: Included, 14 oz. Jar Marinara Sauce: Included, 16 in. Premade Pizza Crust: Included, 8 oz. Mozarella Cheese: Included, 8 oz. Grated Parmesan Cheese: Included, 14 oz. Jar of Pizza Sauce: Included, Product Unit Price: 7.01, Product Total Price: 7.01|Product ID: 289, Product Qty: 1, Product SKU: , Product Name: Grain / Bean Bag, Product Weight: 144.0000, Product Variation Details: 1 lb. Dry Brown Lentils: Included, 1 lb. Dry Garbanzo Beans: Included, 1 lb. Dry Pinto Beans: Included, 1 lb. Dry Kidney Beans: Included, 1 lb. Dry White Beans: Included, 1 lb. Dry Quinoa: Included, 1 lb. Dry Cous-Cous: Included, 1 lb. Dry Brown Rice: Included, 1 lb. Dry Barley: Included, Product Unit Price: 6.78, Product Total Price: 6.78",0
